Amount,Frequency,Recency
-0.866732674601866,0.4287094302780294,-0.3184750539643176
3.0996504202316877,-0.7680525556662198,-0.7277231909426195
-0.2182924266535079,-1.0455141334130709,0.6860431004369688
-0.34454809416811644,-0.229843953048834,1.4301306222156995
-0.81015015861991,-0.22650104247357075,2.6206706570616682
2.2807857877167437,0.010845608370121131,-0.5789056865868734
-0.5336521439564754,0.09776128332696604,1.3557218700378264
0.6547524645948608,0.3752228610738171,1.6533568787493187
-0.802840835871176,0.7529717560785661,0.0907730830139843
-0.8832510774324843,-0.23318686362409727,0.16518183519185736
3.0549561292886223,1.2744658058196356,-0.6905188148536829
2.0604985416488857,-0.06269842428567071,0.276794963458667
-0.6262762099916412,-0.17970029441988503,0.3884080917254766
-0.88034888404365,-0.27330179052725645,0.9092693569705881
0.49099389523231146,0.18467695828381095,0.42561246781441314
-0.6861839422503802,-0.28667343282830954,0.05356870692504777
-0.7215614745582647,-0.20644357902199115,-0.764927567031556
-0.7418076063529865,-0.4003323923872606,0.16518183519185736
1.2633695942492578,1.1708355779864743,3.2531450505735897
-0.6657506548749299,1.3446669279001642,-0.28127067787538107
-0.9113269783168705,-0.9218264421283301,-0.16965754960857143
-0.12935250540611148,1.7792453026843889,-0.764927567031556
-0.741858881854556,-0.0927846194630401,1.7649700070161283
-0.7759493990730458,-0.4705335144677891,-0.7277231909426195
0.5066765073873466,0.16461949483223137,-0.764927567031556
-0.3666478353445759,0.07770381987538645,0.6860431004369688
0.22651229436169176,-0.8349107671714852,-0.7277231909426195
-0.06587087068797769,0.38190868222434365,-0.6533144387647464
-0.6631150940942568,3.1565244596928546,-0.39288380614219065
0.05408816523389472,-0.59422120575253,-0.1324531735196349
-0.17743354322784255,-0.4772193356183157,-0.6533144387647464
-0.7945624061427784,-0.5808495634514769,1.876583135282938
-0.47866173229825254,-0.13624245694146256,-0.764927567031556
-0.7232997140614711,-0.17970029441988503,0.016364330836111232
-0.7666070026870806,-0.3167596280056789,-0.4672925583200637
-0.23211117432649117,-0.5875353846020035,-0.8021319431204925
